vehicle_id,fuel_level,mileage,timestamp,location,driver_id
VEH-0028,74.3,180832.6,2024/05/16 19:15:00,New York,DRV-0278
VEH-0052,49.0,64423.9,2024/09/20 14:42:00,Los Angeles,DRV-0086
VEH-0214,61.6,118581.4,2024/03/28 00:42:00,Houston,
VEH-0109,67.3,222820.7,2024/05/15 23:05:00,,DRV-0031
VEH-0240,54.2,147586.9,02/03/2024 17:16,Los Angeles,DRV-0266
VEH-0067,0.1,67988.6 mi,06-02-2024,Los Angeles,DRV-0318
VEH-0114,76.5,43709.7,23/11/2024 07:51,Houston,DRV-0201
VEH-0144,1.6,233464.7,2024/11/02 04:11:00,UNKNOWN,DRV-0134
VEH-0187,14.7,152913.9,2024/09/24 03:51:00,Los Angeles,DRV-0308
VEH-0186,71.1,12991.5,2024/11/23 14:00:00,New York,DRV-0054
VEH-0173,35.5,198549.3,17/10/2024 19:00,,
VEH-0063,114.7,182775.7 mi,07-11-2024,,DRV-0050
VEH-0005,94.1,-219079.9,02/09/2024 15:00,New York,DRV-0082
VEH-0194,48.3,246724.0,2024-06-02 22:44:00,,DRV-0023
VEH-0011,78.6,29584.0,2024-07-29 01:07:00,Houston,DRV-0170
  ,50.1,198628.9,07/09/2024 12:45,,DRV-0017
VEH-0036,126.4,35081.1,2024/01/18 05:48:00,UNKNOWN,DRV-0358
VEH-0036,149.2,59795.0,2024-10-29 17:45:00,Houston,DRV-0243
VEH-0150,8.3,155000.3,21/08/2024 15:45,Chicago,DRV-0315
VEH-0229,89.8,51284.9,03-08-2024,n/a,DRV-0206
VEH-0126,unknown,69253.1,02-22-2024,Chicago,DRV-0311
VEH-0152,13.4,233848.6,2024-06-19 16:44:00,Houston,DRV-0155
VEH-0245,56.0,214483.7,10/05/2024 11:14,New York,DRV-0383
VEH-0114,67.7,16023.7,2024-06-15 12:00:00,New York,DRV-0073
VEH-0010,72.9,232978.2,2024/09/26 00:16:00,New York,DRV-0211
VEH-0061,73.7,118985.6,05-21-2024,UNKNOWN,DRV-0300
VEH-0130,88.9,211306.4,2024-05-03 05:49:00,Los Angeles,DRV-0142
VEH-0055,1.8,139261.9,12-27-2024,Los Angeles,DRV-0002
VEH-0238,66.5,130766.4,2024/05/07 16:29:00,Phoenix,DRV-0151
VEH-0019,,49817.6,2024/12/12 22:11:00,Phoenix,DRV-0199
VEH-0231,91.1,138524.8,2024-08-06 22:27:00,Chicago,DRV-0350
VEH-0093,69.2,15572.9,2024-01-08 05:51:00,Los Angeles,DRV-0206
VEH-0046,72.2,221548.9,2024/11/29 09:07:00,Chicago,DRV-0049
VEH-0045,31.4,172764.0,15/06/2024 02:31,n/a,DRV-0309
VEH-0118,2.6,94115.8,03/05/2024 06:07,UNKNOWN,DRV-0278
VEH-0058,56.2,178688.3,2024/03/18 08:09:00,n/a,DRV-0331
VEH-0236,1.4,75804.9,09-26-2024,Phoenix,DRV-0359
VEH-0169,74.2,96610.8,2024/11/22 11:02:00,UNKNOWN,DRV-0008
VEH-0162,,150129.2,22/10/2024 00:14,New York,DRV-0279
VEH-0104,2.4,-145356.2,2024-07-22 06:28:00,Chicago,DRV-0299
VEH-0027,2.3,107544.0,2024/05/24 08:33:00,Los Angeles,DRV-0312
VEH-0097,39.7,185886.1,10-27-2024,Los Angeles,DRV-0384
VEH-0031,97.8,45223.0,01-18-2024,UNKNOWN,DRV-0140
VEH-0079,61.3,65417.8,2024/06/29 12:28:00,Los Angeles,DRV-0281
VEH-0158,26.5,233398.3,2024-12-01 03:49:00,Chicago,DRV-0082
VEH-0044,3.2,153077.8,12/12/2024 12:10,,DRV-0377
VEH-0120,44.8,121975.0,2024-09-01 01:11:00,Los Angeles,DRV-0277
VEH-0138,19.9,104583.5 mi,12-12-2024,Los Angeles,DRV-0310
VEH-0092,35.5,,2024-03-16 07:43:00,Phoenix,DRV-0041
VEH-0088,48.8,163056.1,2024-12-12 18:32:00,Phoenix,DRV-0280
VEH-0041,52.5,50748.4,2024/03/20 17:54:00,Phoenix,DRV-0344
VEH-0047,71.2,144990.5,2024-12-27 13:31:00,Chicago,DRV-0246
VEH-0165,61.2,93364.5,2024-03-04 10:49:00,n/a,DRV-0197
VEH-0195,97.1,43928.8,11-17-2024,Houston,DRV-0213
VEH-0216,92.1,242104.8,2024/06/09 14:31:00,UNKNOWN,DRV-0196
VEH-0234,83.3,113567.7,2024/11/09 05:40:00,,DRV-0074
VEH-0118,49.2,42947.3,12-12-2024,New York,DRV-0047
VEH-0239,15.4,198429.4,2024/08/09 17:11:00,Houston,DRV-0246
VEH-0009,58.0,166759.2,08-16-2024,n/a,DRV-0022
VEH-0206,75.4,144472.8,2024/01/12 11:39:00,Phoenix,DRV-0085
  ,89.6,227293.8,2024/03/26 17:14:00,,DRV-0016
VEH-0203,39.8%,79228.3,20/01/2024 21:28,Houston,DRV-0231
VEH-0134,77.1,210359.9,07-29-2024,Chicago,DRV-0054
VEH-0232,53.0,72496.8,04-22-2024,,DRV-0241
VEH-0184,17.5,73983.0,2024/04/29 12:01:00,Los Angeles,DRV-0057
VEH-0163,,36673.8,04/08/2024 21:30,New York,DRV-0322
VEH-0173,38.8,200884.4,2024-11-10 08:42:00,Phoenix,DRV-0171
VEH-0024,36.8,25155.0,2024-02-12 10:30:00,Houston,DRV-0213
VEH-0203,75.6,114630.8,2024/01/07 01:39:00,Chicago,DRV-0077
VEH-0212,68.4,132893.0,28/06/2024 14:04,Phoenix,DRV-0114
VEH-0022,33.7,33603.7,2024-02-24 14:29:00,Los Angeles,DRV-0331
VEH-0064,20.2,78456.7,20/09/2024 09:33,Phoenix,DRV-0386
VEH-0226,57.7,161930.0,2024-02-09 07:15:00,n/a,DRV-0098
VEH-0069,46.8,154847.5,2024/02/17 03:45:00,New York,DRV-0174
VEH-0245,10.3,98182.7,2024/05/18 07:32:00,UNKNOWN,DRV-0082
VEH-0216,72.7,140518.2,05-24-2024,Chicago,DRV-0272
VEH-0185,26.0,182705.2,30/03/2024 15:17,UNKNOWN,DRV-0355
VEH-0174,19.7,143880.1,02-02-2024,Phoenix,DRV-0353
  ,23.2,45304.5,2024-06-28 11:04:00,New York,DRV-0052
VEH-0204,99.3,31795.6,2024-07-23 06:24:00,Chicago,DRV-0360
VEH-0142,83.9,112042.7,2024/05/18 21:08:00,Houston,DRV-0321
VEH-0030,65.9,99513.7,27/10/2024 21:32,UNKNOWN,DRV-0311
VEH-0001,81.8,232480.4,2024-08-15 16:08:00,Phoenix,DRV-0161
VEH-0016,1.6,182194.5,16/12/2024 10:17,UNKNOWN,DRV-0231
VEH-0132,8.6,203596.7,02-14-2024,Phoenix,DRV-0131
VEH-0130,36.6,13234.0,19/01/2024 00:10,New York,DRV-0133
VEH-0212,11.6,,2024-08-11 06:33:00,Los Angeles,DRV-0058
VEH-0182,10.0,230488.9,2024-01-18 01:31:00,Phoenix,DRV-0305
VEH-0249,unknown,100053.1,2024-10-16 04:22:00,Houston,DRV-0023
VEH-0173,89.0,,03/11/2024 02:23,Chicago,DRV-0265
VEH-0056,63.4,,11-27-2024,Phoenix,DRV-0152
VEH-0186,25.0,104262.2,12-23-2024,Los Angeles,DRV-0224
VEH-0173,21.8,169259.5,2024-08-10 11:50:00,Los Angeles,DRV-0081
VEH-0149,52.4,201524.2,2024-09-15 01:21:00,Los Angeles,
VEH-0013,,48004.0,20/07/2024 22:41,Houston,DRV-0050
VEH-0181,34.9,181488.9,09/12/2024 20:38,UNKNOWN,DRV-0197
VEH-0087,59.3,88731.2,11-25-2024,Phoenix,DRV-0362
VEH-0048,112.8,218576.8,2024/01/21 14:53:00,n/a,DRV-0272
VEH-0092,unknown,206427.7,22/05/2024 22:02,n/a,DRV-0173
VEH-0102,81.1,100089.2,2024/04/27 13:48:00,,DRV-0082
  ,136.7,194111.9,03-21-2024,Houston,DRV-0123
VEH-0096,60.7%,157826.9,11-23-2024,New York,DRV-0330
VEH-0234,107.8,142301.6,05/12/2024 23:00,Houston,DRV-0213
VEH-0057,86.7,144668.9,2024-01-25 18:55:00,Los Angeles,DRV-0305
VEH-0193,43.0,68676.3,2024/09/14 13:51:00,Chicago,DRV-0087
VEH-0235,94.3,91270.9,20/12/2024 10:48,UNKNOWN,DRV-0143
VEH-0110,99.1,136120.6,2024-10-18 19:36:00,Chicago,DRV-0154
VEH-0027,47.4,199894.7,2024/12/03 19:33:00,Chicago,DRV-0034
VEH-0079,15.9,237318.3,27/06/2024 02:29,Phoenix,DRV-0231
VEH-0068,12.5,32445.7,06-09-2024,New York,DRV-0073
VEH-0003,unknown,99665.8,2024/11/10 10:02:00,UNKNOWN,DRV-0306
VEH-0156,11.3,152366.9,2024-03-02 18:01:00,,DRV-0394
VEH-0233,49.2,143193.1,2024/03/22 05:21:00,Chicago,DRV-0043
VEH-0108,91.1,1511.8,2024/09/12 15:36:00,Chicago,DRV-0142
VEH-0115,6.8,180895.2,2024-11-24 20:46:00,n/a,DRV-0375
VEH-0243,96.3%,N/A,2024-09-27 17:42:00,Chicago,DRV-0056
VEH-0090,82.2,176560.6,07-18-2024,Los Angeles,DRV-0279
VEH-0242,54.6,N/A,13/08/2024 07:15,UNKNOWN,DRV-0242
VEH-0155,17.5,213934.3,11/07/2024 06:24,,DRV-0151
VEH-0023,57.1,83106.7,2024-01-09 08:00:00,,DRV-0356
VEH-0041,51.7,231088.6,09-22-2024,Los Angeles,DRV-0222
VEH-0241,5.2,63364.3,10-15-2024,,DRV-0077
VEH-0017,67.7,90851.0,2024-06-15 12:00:00,New York,DRV-0311
VEH-0039,8.6,234141.4,2024/08/14 02:08:00,Los Angeles,DRV-0365
VEH-0169,104.1,96805.8,2024-06-15 12:00:00,New York,DRV-0230
VEH-0056,,14053.5,2024-03-07 08:48:00,,
VEH-0180,18.7,8117.7,02-18-2024,UNKNOWN,DRV-0092
VEH-0027,70.4,118543.5,03-31-2024,Los Angeles,DRV-0140
VEH-0024,95.0,237651.8,24/06/2024 07:02,n/a,DRV-0145
VEH-0167,92.8,207094.5,15/12/2024 15:25,Los Angeles,DRV-0082
VEH-0134,75.9,112435.0,2024/12/19 20:10:00,n/a,DRV-0173
VEH-0030,3.4,159740.8,2024-02-24 08:33:00,UNKNOWN,DRV-0231
VEH-0067,85.1,-50382.1,2024-11-20 03:59:00,,
VEH-0105,53.6,,09/07/2024 15:16,UNKNOWN,DRV-0190
VEH-0140,11.5,101702.3,2024/01/17 22:06:00,Los Angeles,DRV-0306
VEH-0114,,128107.1,2024/01/15 12:49:00,Chicago,DRV-0112
VEH-0022,12.0,200664.1,2024-07-09 13:23:00,UNKNOWN,
VEH-0058,,169625.0,2024-01-26 07:25:00,Los Angeles,DRV-0314
VEH-0220,71.6,-67735.7,02/04/2024 10:42,Los Angeles,DRV-0038
VEH-0082,51.1,11713.0,2024-01-26 22:47:00,Houston,DRV-0193
,78.8,62750.3,12/06/2024 08:06,Phoenix,DRV-0374
VEH-0127,3.0,210953.2,05-05-2024,UNKNOWN,DRV-0003
VEH-0004,65.0,25858.5,2024-01-02 12:55:00,Los Angeles,DRV-0198
VEH-0024,2.5,26972.9,14/08/2024 00:58,Houston,DRV-0024
VEH-0029,94.8,18079.1,08-25-2024,,DRV-0219
VEH-0008,unknown,3737.5,05-03-2024,UNKNOWN,DRV-0324
VEH-0157,95.8,22753.0,11/06/2024 00:28,Houston,DRV-0158
VEH-0088,75.6,198533.6,2024/12/02 17:43:00,Chicago,DRV-0193
VEH-0176,23.2,224893.6,01-25-2024,New York,DRV-0054
VEH-0090,7.7,42471.8,2024-03-07 17:29:00,UNKNOWN,DRV-0096
VEH-0107,41.2,8903.0 mi,2024/11/02 19:56:00,Phoenix,DRV-0290
VEH-0046,96.0,130364.9,2024/10/19 02:01:00,n/a,DRV-0215
VEH-0188,91.0,67407.5,2024-01-10 08:32:00,Phoenix,DRV-0181
VEH-0095,49.9,18053.3,12-27-2024,New York,DRV-0278
VEH-0134,44.1,214237.5,2024-02-05 21:50:00,New York,DRV-0105
VEH-0181,38.7,161805.6,15/09/2024 11:04,n/a,DRV-0189
VEH-0172,51.7,29266.1,12-08-2024,Los Angeles,DRV-0260
VEH-0038,19.2,12516.1,13/03/2024 07:22,n/a,DRV-0213
VEH-0018,95.4,28918.8,03-16-2024,n/a,DRV-0014
VEH-0047,unknown,368.5,29/01/2024 17:29,n/a,DRV-0168
VEH-0086,84.4,109511.0 mi,2024/12/21 07:06:00,Chicago,DRV-0127
VEH-0088,69.1,174284.0,12-07-2024,n/a,DRV-0168
VEH-0101,55.6%,81744.4,2024/06/21 12:04:00,UNKNOWN,DRV-0317
VEH-0191,49.8,82382.6,2024/05/01 21:24:00,,DRV-0025
VEH-0046,97.6,94064.8,2024-06-08 01:01:00,Phoenix,DRV-0057
VEH-0242,24.5,179390.3,2024/04/11 00:06:00,,DRV-0399
VEH-0180,29.7,231099.0,2024/03/08 17:27:00,n/a,DRV-0092
VEH-0185,5.3,-113691.1,2024-05-22 23:11:00,,DRV-0113
VEH-0232,79.2,,09-14-2024,New York,DRV-0086
VEH-0206,66.9,199663.9,10-01-2024,Los Angeles,DRV-0161
VEH-0221,42.4,-77331.1,14/09/2024 06:35,Phoenix,DRV-0285
VEH-0232,36.8,N/A,05-29-2024,,DRV-0341
VEH-0069,88.0,221938.4,01-16-2024,Houston,DRV-0269
VEH-0176,50.8,132146.1,10-11-2024,Houston,DRV-0398
VEH-0248,59.5,66158.8,2024-10-13 05:35:00,Los Angeles,DRV-0131
VEH-0160,29.8%,74516.6,2024/10/05 13:55:00,Los Angeles,DRV-0111
VEH-0110,19.1,192191.0,01-18-2024,UNKNOWN,DRV-0171
VEH-0171,85.1,140305.7,01-26-2024,Phoenix,DRV-0353
VEH-0033,42.5,226959.6,23/10/2024 00:39,Houston,DRV-0148
VEH-0028,15.9,152556.3,07/09/2024 18:42,Phoenix,DRV-0384
VEH-0043,14.3,214472.3,09-10-2024,Los Angeles,DRV-0061
VEH-0098,13.4,238326.8,22/04/2024 01:42,Phoenix,DRV-0134
VEH-0084,86.9,-142079.8,28/11/2024 16:57,New York,DRV-0208
VEH-0052,73.6,139211.1,12-22-2024,Chicago,DRV-0052
VEH-0158,33.4,6435.6,2024-11-23 12:43:00,,DRV-0222
VEH-0199,98.6,183072.6,11-17-2024,Chicago,DRV-0221
VEH-0189,,71296.6,2024-04-30 21:05:00,n/a,DRV-0207
VEH-0103,89.1,112259.4,12/04/2024 10:01,Chicago,DRV-0143
VEH-0028,,158501.4,08/10/2024 10:58,,DRV-0364
VEH-0241,5.7%,27635.8,02-03-2024,UNKNOWN,DRV-0204
VEH-0121,95.8,135278.5,2024/10/08 13:21:00,Los Angeles,DRV-0144
VEH-0171,unknown,248039.5,2024/05/25 13:00:00,UNKNOWN,DRV-0244
VEH-0107,14.1,179158.0,2024-09-21 16:25:00,Phoenix,DRV-0232
VEH-XXXX,23.9,70321.1,02/02/2024 15:53,Houston,DRV-0143
VEH-0053,3.7,205650.1,04-09-2024,Phoenix,DRV-0004
VEH-0115,34.1,229317.0,2024-12-23 17:16:00,UNKNOWN,DRV-0397
VEH-0244,61.0,122044.4,04-12-2024,,DRV-0026
VEH-0199,11.2,99463.9,27/06/2024 11:54,New York,DRV-0013
VEH-0040,unknown,200384.3,09-29-2024,Phoenix,DRV-0074
VEH-0134,25.3,-207411.0,25/12/2024 17:06,n/a,DRV-0383
VEH-0184,unknown,202776.1,2024/12/13 19:03:00,Houston,DRV-0233
VEH-0044,12.9,83779.7,18/11/2024 00:10,UNKNOWN,DRV-0120
VEH-0133,82.7,131183.9,29/08/2024 10:16,UNKNOWN,DRV-0357
VEH-0231,31.1,169280.2,2024/12/11 14:14:00,n/a,
VEH-XXXX,45.0,-173227.2,2024/11/02 23:58:00,New York,DRV-0181
VEH-0026,65.7,60099.7,2024-07-16 16:20:00,New York,DRV-0268
VEH-0177,43.9,152636.7,2024/08/15 13:58:00,Phoenix,DRV-0296
VEH-0012,51.7%,21053.3,2024/04/20 05:46:00,New York,
VEH-0176,5.4,35124.8,2024/09/14 21:36:00,,
VEH-0140,76.1,40017.9,08-27-2024,Phoenix,DRV-0394
VEH-0197,27.0,206262.4,22/06/2024 16:47,Los Angeles,
,94.8,31592.5,08/12/2024 12:34,UNKNOWN,DRV-0343
VEH-0191,44.7,63536.8,24/09/2024 23:17,Los Angeles,DRV-0263
VEH-0162,6.9,129764.9,2024-10-22 20:24:00,Phoenix,DRV-0400
VEH-0230,69.0,120459.3 mi,2024-03-16 19:08:00,Phoenix,DRV-0041
VEH-0179,90.8,201093.6,16/02/2024 14:31,Phoenix,DRV-0128
VEH-0208,79.4%,-116212.5,08-25-2024,n/a,DRV-0282
VEH-0236,34.8,128497.4,01-27-2024,Los Angeles,DRV-0128
VEH-0015,,228774.6,11-07-2024,Phoenix,DRV-0366
VEH-0070,12.6,132383.4,12-21-2024,Los Angeles,DRV-0169
VEH-0075,111.5,N/A,2024/05/08 06:24:00,n/a,DRV-0134
VEH-0043,83.5,,2024-02-26 15:26:00,Chicago,DRV-0226
VEH-0199,76.2,126278.9,2024-09-07 01:14:00,Los Angeles,DRV-0034
VEH-0198,87.1,200918.0,2024/10/03 23:38:00,New York,DRV-0153
VEH-0110,85.5,N/A,2024/03/01 16:01:00,New York,DRV-0351
VEH-0130,14.2,30346.2,10-29-2024,Houston,DRV-0386
VEH-0021,62.1,179679.5,18/10/2024 22:59,Houston,DRV-0317
VEH-0061,17.7,,2024/09/25 15:11:00,Chicago,DRV-0045
VEH-0061,34.5,229371.5,2024/01/02 03:48:00,Los Angeles,DRV-0071
VEH-XXXX,13.2,176260.2,2024-02-04 09:38:00,Houston,DRV-0177
VEH-0082,29.2,173745.5,17/07/2024 12:58,Chicago,DRV-0008
VEH-0016,48.9,128144.1,2024/10/30 14:06:00,Houston,DRV-0256
VEH-0170,27.0,210678.0,2024-08-20 05:17:00,n/a,DRV-0361
VEH-0067,28.0,192373.2,10-13-2024,n/a,DRV-0120
VEH-0148,52.3,13658.6,2024-11-10 20:41:00,,DRV-0004
VEH-0059,61.0,234777.2,18/12/2024 12:11,n/a,DRV-0243
VEH-0043,2.0,80519.8,2024/04/20 05:27:00,UNKNOWN,DRV-0045
VEH-0190,54.4,177330.2,2024-09-22 20:01:00,Chicago,
VEH-0012,117.8,202494.7,2024-01-16 19:04:00,Phoenix,DRV-0001
VEH-0153,,N/A,27/11/2024 02:08,Houston,DRV-0076
VEH-0127,90.6,,04/11/2024 17:39,UNKNOWN,DRV-0351
VEH-0105,23.4,12445.3,15/01/2024 05:17,,DRV-0369
VEH-0242,81.4,,2024-09-03 10:17:00,New York,DRV-0006
VEH-0158,82.0,N/A,2024/02/28 10:59:00,UNKNOWN,DRV-0216
VEH-0054,82.8,156513.7,12-08-2024,,DRV-0063
VEH-0212,41.7,219437.4,01-25-2024,,DRV-0003
,73.2,149664.6,2024/05/24 18:56:00,Houston,DRV-0143
VEH-0190,98.1,95404.1,2024-11-30 20:07:00,,
VEH-0043,59.2%,120623.3,05-01-2024,Chicago,DRV-0043
VEH-0077,80.4%,248901.1,03/09/2024 03:07,New York,DRV-0345
VEH-0068,90.8,189678.8,2024/05/15 02:01:00,Los Angeles,DRV-0119
VEH-0202,77.1,163662.7,2024/09/20 00:56:00,Houston,DRV-0240
VEH-0121,87.2,54803.5,02-26-2024,New York,DRV-0274
VEH-0038,47.7,97302.2,03-11-2024,Phoenix,DRV-0288
VEH-0229,19.4,71213.2,03-09-2024,UNKNOWN,DRV-0045
VEH-0084,43.9,195500.5,10-30-2024,Phoenix,DRV-0296
VEH-0134,29.5,34150.2,09-27-2024,UNKNOWN,DRV-0170
VEH-0236,27.4,78710.3,2024/10/13 05:19:00,Los Angeles,DRV-0400
VEH-0007,33.4,197889.6,16/05/2024 22:45,UNKNOWN,DRV-0333
VEH-0207,10.4,245672.1,08/12/2024 06:13,UNKNOWN,DRV-0165
VEH-0040,125.6,198777.6 mi,2024/03/23 22:08:00,UNKNOWN,DRV-0349
VEH-0053,33.4,204476.0,2024-09-23 06:01:00,UNKNOWN,DRV-0360
VEH-0093,26.6,,2024-10-05 17:35:00,UNKNOWN,
VEH-0019,60.7,220243.3,2024-06-15 12:00:00,UNKNOWN,DRV-0063
VEH-0175,33.3,N/A,2024/11/16 18:04:00,New York,DRV-0081
VEH-0249,19.2,77367.4,12-28-2024,Chicago,DRV-0327
VEH-0092,76.0,12191.6,31/08/2024 15:42,,DRV-0207
VEH-0200,83.1,241256.7,12-09-2024,Houston,DRV-0052
VEH-0166,40.0,202966.5,2024-06-15 12:00:00,Houston,DRV-0149
VEH-0085,10.1,152427.0 mi,2024/05/08 05:31:00,,DRV-0140
VEH-0114,unknown,52676.7,2024/06/21 03:12:00,Phoenix,DRV-0136
VEH-0002,55.8,94865.3,03-11-2024,n/a,DRV-0317
VEH-0091,33.0,148838.9,2024-08-19 23:13:00,New York,DRV-0335
VEH-0092,50.6,126939.5,08-01-2024,,DRV-0377
VEH-0128,39.4,321.1,2024/06/10 01:24:00,,DRV-0391
VEH-0049,25.2,86424.0,2024/10/23 11:49:00,n/a,DRV-0264
VEH-0136,67.9,,2024-08-12 15:40:00,Phoenix,DRV-0158
VEH-0205,69.0,220999.4,01-10-2024,Los Angeles,DRV-0166
VEH-0180,24.0,36223.7,2024-06-16 20:56:00,Houston,DRV-0381
VEH-0036,21.1,81874.3,10-06-2024,,DRV-0072
VEH-0120,5.2,126198.9,12-20-2024,Houston,DRV-0046
VEH-0031,27.4,201767.7,09-02-2024,Chicago,DRV-0250
VEH-0022,45.6,92263.3,07-13-2024,UNKNOWN,DRV-0048
VEH-0104,71.4,51877.9,2024-09-30 00:19:00,Los Angeles,DRV-0085
VEH-0100,28.8,59002.0,28/02/2024 19:32,,DRV-0041
VEH-0119,85.0,52998.5,2024-02-29 07:10:00,,DRV-0193
VEH-0097,30.3,165593.0,2024/04/21 10:37:00,Chicago,DRV-0204
VEH-0075,9.6,230643.1 mi,24/06/2024 13:33,New York,DRV-0190
VEH-0008,6.6,193881.9,2024/04/05 03:22:00,UNKNOWN,DRV-0211
VEH-0239,69.1,41891.6,07/03/2024 04:55,,DRV-0208
VEH-0208,48.7,91030.3,2024-09-01 05:15:00,Phoenix,DRV-0305
VEH-0248,89.1,124044.0,07-10-2024,n/a,DRV-0361
VEH-0027,13.2,216323.9,2024/12/21 06:00:00,,DRV-0056
VEH-0042,40.2,N/A,2024/01/28 16:59:00,,DRV-0234
VEH-0026,49.4,228708.7,12/01/2024 19:31,Phoenix,DRV-0343
VEH-XXXX,98.0,123154.5,29/04/2024 16:17,Chicago,DRV-0170
VEH-0140,45.7,151628.1,03-02-2024,n/a,DRV-0197
,,7030.4 mi,2024-02-05 11:56:00,Houston,DRV-0109
VEH-0136,75.7,129846.5,31/03/2024 08:37,Los Angeles,DRV-0307
VEH-0003,25.0%,67987.4,2024-01-06 06:17:00,Los Angeles,DRV-0004
VEH-0154,49.4,29615.4,06-24-2024,Houston,DRV-0118
VEH-0122,55.5,192246.9,2024-07-23 03:52:00,Chicago,DRV-0162
VEH-0001,27.1,160999.9,09/08/2024 19:14,UNKNOWN,DRV-0187
VEH-0203,15.4,121816.3,2024/04/17 15:22:00,Los Angeles,DRV-0325
VEH-0235,51.7,190902.6,27/09/2024 23:29,New York,
VEH-0014,39.7,167021.3,04-27-2024,Phoenix,DRV-0032
VEH-0104,97.1,236869.3 mi,2024/06/06 09:59:00,Los Angeles,DRV-0287
VEH-0039,62.4,22281.1,2024-11-16 09:22:00,Houston,DRV-0118
VEH-0038,81.9,81684.7,2024-06-21 02:45:00,,DRV-0115
VEH-0154,70.0,189717.0 mi,2024-12-25 18:31:00,Phoenix,DRV-0365
VEH-0028,60.1,8574.5,21/01/2024 10:40,New York,DRV-0077
VEH-0065,32.4,,2024/03/06 04:51:00,Phoenix,DRV-0068
VEH-0092,28.9,,08-05-2024,Chicago,
VEH-0062,31.4,35461.1,01-25-2024,Phoenix,DRV-0308
VEH-0142,13.6%,65012.0,2024-07-27 18:04:00,Houston,DRV-0154
VEH-0065,28.2,132714.8,2024-06-15 12:00:00,Phoenix,DRV-0108
VEH-0166,138.9,,2024/01/10 05:58:00,Los Angeles,DRV-0018
VEH-0234,99.5,14445.1,2024/11/17 12:05:00,Los Angeles,DRV-0187
VEH-0013,24.9,102595.7,2024/03/29 08:53:00,Chicago,DRV-0342
VEH-0016,4.2,125767.1,10-23-2024,,DRV-0321
VEH-0246,42.6,87057.7,2024-11-10 15:47:00,Chicago,DRV-0399
VEH-0029,20.9,-9854.4,28/09/2024 23:40,New York,DRV-0262
VEH-0169,48.1%,83342.0,2024/02/25 21:23:00,UNKNOWN,DRV-0244
VEH-0155,59.7,106046.3,2024-07-29 11:10:00,Houston,DRV-0179
VEH-0075,,91883.6,21/12/2024 06:41,New York,DRV-0217
VEH-0046,59.5,2481.0,2024/05/22 14:29:00,n/a,DRV-0003
VEH-0036,59.2,206170.2,30/06/2024 22:33,Phoenix,DRV-0048
VEH-0083,34.4%,183250.0,09/05/2024 00:36,UNKNOWN,DRV-0322
VEH-0155,47.1,39342.9,2024-08-30 12:07:00,Chicago,DRV-0392
VEH-0191,,122348.1 mi,14/10/2024 10:12,Houston,DRV-0058
VEH-0161,16.3,141271.3 mi,2024-09-26 15:23:00,,DRV-0099
VEH-0179,12.6,210638.6,2024-01-07 05:28:00,UNKNOWN,DRV-0301
VEH-0188,60.6,59306.7,01-22-2024,,DRV-0033
VEH-0196,48.9,246412.6,12-18-2024,Phoenix,DRV-0100
VEH-0148,3.2,234053.1,08-18-2024,Phoenix,DRV-0223
VEH-0207,unknown,152361.3,2024/11/28 06:41:00,Los Angeles,DRV-0218
VEH-0224,26.5,134048.1,2024/09/30 13:29:00,n/a,DRV-0253
VEH-0098,75.5,238793.8,2024-10-30 13:11:00,,DRV-0303
VEH-0184,34.3,170967.5,2024/11/08 16:00:00,n/a,DRV-0396
VEH-0035,22.1,-40354.2,14/04/2024 13:41,Los Angeles,DRV-0236
VEH-0097,84.8,123245.7,2024-02-16 13:08:00,n/a,DRV-0013
VEH-0098,36.0,135191.4,2024-09-30 18:23:00,New York,DRV-0101
VEH-0092,3.9,30527.5,2024-04-02 15:11:00,New York,DRV-0057
VEH-0073,30.6,99245.4 mi,2024/02/21 11:59:00,Los Angeles,DRV-0092
VEH-0024,38.3,198665.7,01-29-2024,Chicago,DRV-0293
VEH-0176,5.7,25848.7,2024-11-27 23:39:00,n/a,DRV-0128
VEH-0163,unknown,138683.0,03/07/2024 18:42,n/a,DRV-0344
VEH-0002,11.3,23721.1,02-22-2024,Chicago,DRV-0301
VEH-0232,,N/A,2024-01-21 06:52:00,Phoenix,DRV-0237
VEH-0138,,233609.0,2024/06/04 20:11:00,n/a,DRV-0095
VEH-0039,66.4,106648.0,2024-07-31 16:59:00,n/a,DRV-0371
VEH-0215,19.8,,2024/08/12 00:34:00,,DRV-0047
VEH-0197,14.7,82048.2,15/03/2024 03:19,Phoenix,DRV-0308
VEH-0174,39.8,144992.0,04-25-2024,,DRV-0369
VEH-0204,52.3,106885.3,2024-05-03 13:34:00,Phoenix,DRV-0325
VEH-0062,51.1,123081.4,12-30-2024,,DRV-0280
VEH-0013,,173088.6,07/08/2024 06:40,Phoenix,DRV-0298
VEH-0156,39.8,84078.2,08/01/2024 19:46,Chicago,DRV-0144
VEH-0194,38.2%,239203.7,2024-03-21 16:39:00,,DRV-0240
VEH-0228,77.7,16341.5,06-23-2024,,DRV-0030
VEH-0007,76.8,104441.7,2024-03-01 14:55:00,Phoenix,DRV-0044
VEH-0037,27.2,4597.7,03/07/2024 00:58,Los Angeles,DRV-0291
VEH-0214,73.9,216713.8,21/01/2024 21:57,Chicago,DRV-0039
